# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	50750
#@/user_id	sync_config
gen zhe 	跟着	c=1 d=6.38238e-71 t=50750
geng 	更	c=1 d=4.15277e-15 t=50750
geng an quan 	更安全	c=1 d=1.01702e-22 t=50750
geng duo 	更多	c=4 d=3.79587e-09 t=50750
geng gai 	更改	c=1 d=1.52352e-12 t=50750
geng huan 	更換	c=3 d=7.47325e-23 t=50750
geng jia 	更加	c=0 d=3.66731e-24 t=50750
geng xin 	更新	c=100 d=0.144089 t=50750
gong 	共	c=6 d=2.18944e-13 t=50750
gong 	宮	c=2 d=2.69381e-70 t=50750
gong 	工	c=12 d=0.71177 t=50750
gong cheng shi 	工程師	c=1 d=1.23835e-15 t=50750
gong feng 	工蜂	c=2 d=2.8325e-43 t=50750
gong gong 	公共	c=1 d=2.28679e-84 t=50750
gong hang 	工行	c=12 d=5.59705e-59 t=50750
gong he guo 	共和國	c=1 d=4.89525e-09 t=50750
gong ji 	共計	c=1 d=2.43117e-69 t=50750
gong ji jin 	公積金	c=1 d=7.22334e-86 t=50750
gong jiao 	公交	c=5 d=0.000113605 t=50750
gong ju 	工具	c=11 d=0.390628 t=50750
gong ju lan 	工具欄	c=1 d=7.02846e-29 t=50750
gong ju xiang 	工具箱	c=1 d=1.46652e-34 t=50750
gong li 	公里	c=1 d=1.33611e-56 t=50750
gong neng 	功能	c=79 d=0.000192369 t=50750
gong shi 	工時	c=6 d=2.1171e-13 t=50750
gong si 	公司	c=56 d=0.0565476 t=50750
gong wang 	公網	c=2 d=0.0584257 t=50750
gong xian 	貢獻	c=2 d=5.96872e-18 t=50750
gong xiang 	共享	c=3 d=5.65911e-09 t=50750
gong yong 	共用	c=4 d=8.66053e-15 t=50750
gong you 	共有	c=1 d=7.68644e-23 t=50750
gong yu 	公寓	c=1 d=5.97806e-07 t=50750
gong yuan 	公園	c=2 d=0.0428521 t=50750
gong zhong 	公衆	c=3 d=1.57451e-18 t=50750
gong zhong hao 	公衆號	c=25 d=6.32382e-09 t=50750
gong zi 	工資	c=13 d=8.78403e-05 t=50750
gong zi ka 	工資卡	c=5 d=1.16563e-09 t=50750
gong zuo 	工作	c=20 d=1.42278 t=50750
gong zuo fa 	工作法	c=1 d=3.9879e-09 t=50750
gong zuo shi 	工作室	c=1 d=0.00860854 t=50750
gou 	夠	c=8 d=0.690734 t=50750
gou 	狗	c=3 d=2.04093e-40 t=50750
gou 	購	c=10 d=1.11767e-30 t=50750
gou jian 	構建	c=9 d=8.54931e-10 t=50750
gou jiang 	購獎	c=1 d=1.42881e-51 t=50750
gou mai 	購買	c=70 d=1.44246 t=50750
gou mai hou 	購買後	c=1 d=2.33982e-89 t=50750
gou mai lei 	購買類	c=3 d=7.77945e-23 t=50750
gou mai quan 	購買券	c=1 d=3.35909e-49 t=50750
gou quan 	購券	c=3 d=8.69825e-28 t=50750
gou tai 	夠太	c=1 d=1.18365e-13 t=50750
gou tong 	溝通	c=5 d=1.99024e-08 t=50750
gou tong xia 	溝通下	c=1 d=7.83587e-73 t=50750
gou wu 	購物	c=13 d=0.000129853 t=50750
gou wu ce 	購物冊	c=1 d=1.421e-16 t=50750
gou wu che 	購物車	c=30 d=5.37361e-10 t=50750
gou xuan 	勾選	c=3 d=1.73873e-07 t=50750
gou yong 	夠用	c=3 d=0.525964 t=50750
gou zao 	構造	c=2 d=0.00214418 t=50750
gou zi 	鉤子	c=3 d=2.23358e-13 t=50750
gu 	姑	c=13 d=4.46008e-06 t=50750
gu ding 	固定	c=13 d=0.000130859 t=50750
gu ding de 	固定的	c=1 d=7.01628e-38 t=50750
gu ge 	谷歌	c=5 d=0.0113902 t=50750
gu ji 	估計	c=25 d=0.0260312 t=50750
gu jian 	固件	c=2 d=2.48002e-09 t=50750
gu ke 	顧客	c=1 d=1.24922e-59 t=50750
gu shi 	股市	c=1 d=3.21029e-16 t=50750
gu shu 	固戍	c=1 d=5.27814e-42 t=50750
gu yi 	故意	c=1 d=0.00535353 t=50750
gua 	掛	c=4 d=0.00410726 t=50750
gua dong 	掛動	c=1 d=1 t=50747
gua zai 	掛在	c=1 d=5.73821e-84 t=50750
guai wu 	怪物	c=1 d=5.26451e-41 t=50750
guan 	管	c=7 d=2.55732e-11 t=50750
guan 	關	c=3 d=4.03704e-06 t=50750
guan 	館	c=6 d=0.0615638 t=50750
guan bi 	關閉	c=21 d=0.208808 t=50750
guan deng 	關燈	c=2 d=1.2297e-42 t=50750
guan diao 	關掉	c=1 d=4.08955e-11 t=50750
guan fang 	官方	c=2 d=6.14486e-66 t=50750
guan ji 	關機	c=1 d=6.17902e-43 t=50750
guan jian zi 	關鍵字	c=1 d=2.69564e-78 t=50750
guan le 	關了	c=2 d=0.767206 t=50750
guan li 	慣例	c=2 d=5.5396e-12 t=50750
guan li 	管理	c=34 d=4.4477 t=50750
guan li qi 	管理器	c=2 d=1.15204e-18 t=50750
guan li yuan 	管理員	c=9 d=1.37759e-23 t=50750
guan lian 	關聯	c=6 d=0.690734 t=50750
guan tai 	關臺	c=12 d=1.88446e-57 t=50750
guan wang 	官網	c=12 d=0.509156 t=50750
guan xi 	關係	c=3 d=6.62388e-08 t=50750
guan yu 	關於	c=12 d=0.904837 t=50750
guan yu wo men 	關於我們	c=1 d=4.70315e-38 t=50750
guan zhong 	觀衆	c=1 d=6.64872e-52 t=50750
guan zhu 	關注	c=30 d=2.14316e-16 t=50750
guang biao 	光標	c=5 d=0.0106562 t=50750
guang da 	光大	c=1 d=3.03891e-47 t=50750
guang dong 	廣東	c=8 d=1.10607e-11 t=50750
guang gao 	廣告	c=2 d=3.30806e-16 t=50750
guang guang 	逛逛	c=1 d=1.10288e-05 t=50750
guang mao 	光猫	c=1 d=5.36795e-64 t=50750
guang pan 	光盤	c=0 d=5.0959e-12 t=50750
guang pan ping guo 	光盤蘋果	c=1 d=5.12144e-11 t=50750
guang xi 	廣西	c=6 d=1.63793e-11 t=50750
guang xian 	光纖	c=1 d=1.38856e-09 t=50750
guang zhou 	廣州	c=4 d=0.000271921 t=50750
guang zhou ting 	廣州廳	c=1 d=2.45986e-60 t=50750
gui 	貴	c=2 d=4.59891e-39 t=50750
gui dao 	歸到	c=1 d=1.59218e-60 t=50750
gui fan 	規範	c=3 d=0.000112226 t=50750
gui ge 	規格	c=8 d=7.49028e-13 t=50750
gui gong si 	貴公司	c=1 d=0.00106477 t=50750
gui gu 	硅谷	c=2 d=0.566285 t=50750
gui hua 	規劃	c=1 d=6.85937e-66 t=50750
gui lei 	歸類	c=1 d=7.41828e-17 t=50750
gui na 	歸納	c=0 d=1.21082e-75 t=50750
gui na jiao 	歸納叫	c=1 d=1.21689e-74 t=50750
gui tai 	櫃檯	c=0 d=3.09935e-15 t=50750
gui ze 	規則	c=5 d=0.000382034 t=50750
gui zhou lu 	贵州路	c=1 d=3.19156e-06 t=50750
gun dong 	滾動	c=2 d=0.00131358 t=50750
gun dong tiao 	滾動條	c=1 d=6.95853e-29 t=50750
guo 	國	c=2 d=4.87084e-09 t=50750
guo 	過	c=27 d=1.29615 t=50750
guo 	鍋	c=1 d=1.36171e-44 t=50750
guo cheng 	過程	c=1 d=3.03746e-12 t=50750
guo de 	過得	c=2 d=4.67398e-53 t=50750
guo dong 	果凍	c=1 d=4.74638e-28 t=50750
guo duan 	過段	c=2 d=2.10316e-71 t=50750
guo ji 	國際	c=4 d=3.03013e-13 t=50750
guo ji ban 	國際版	c=1 d=1.90528e-25 t=50750
guo ji hua 	國際化	c=17 d=2.7703e-13 t=50750
guo ji tian 	過幾天	c=1 d=4.88594e-16 t=50750
guo jia 	國家	c=40 d=5.419e-08 t=50750
guo jia hua 	國家化	c=2 d=1.55832e-13 t=50750
guo lai 	過來	c=7 d=5.40955e-11 t=50750
guo lv 	過濾	c=6 d=3.96114e-18 t=50750
guo ma 	過嗎	c=3 d=1.67501e-39 t=50750
guo nei 	國內	c=22 d=0.0100046 t=50750
guo nian 	過年	c=5 d=2.52229e-39 t=50750
guo qi 	過期	c=9 d=0.0201441 t=50750
guo qu 	過去	c=21 d=1.07453e-05 t=50750
guo qu de 	過去的	c=1 d=2.69894e-63 t=50750
guo sheng ri 	過生日	c=1 d=1.46493e-80 t=50750
guo tiao shi 	過調試	c=1 d=1.14848e-11 t=50750
guo wai 	國外	c=7 d=2.76839e-09 t=50750
guo yi duan 	過一段	c=1 d=2.19488e-72 t=50750
ha 	哈	c=1 d=2.15588e-67 t=50750
ha ha 	哈哈	c=35 d=0.110877 t=50750
ha ha ha 	哈哈哈	c=2 d=1.53407e-05 t=50750
ha ma 	蛤蟆	c=1 d=6.17882e-72 t=50750
hai 	嗨	c=9 d=0.0831135 t=50750
hai 	還	c=19 d=2.7263e-05 t=50750
hai bao 	海報	c=6 d=1.19249e-81 t=50750
hai bu neng 	還不能	c=2 d=5.11327e-51 t=50750
hai bu tai 	還不太	c=1 d=2.84427e-33 t=50750
hai bu xing 	還不行	c=1 d=6.52748e-12 t=50750
hai cha 	還差	c=16 d=4.5066e-19 t=50750
hai cha ge 	還差個	c=1 d=9.27022e-80 t=50750
hai de 	害得	c=1 d=5.6112e-56 t=50750
hai dei 	還得	c=12 d=0.0267827 t=50750
hai hai 	海海	c=1 d=3.61874e-72 t=50750
hai hao 	還好	c=11 d=0.603506 t=50750
hai hao ba 	还好吧	c=1 d=1.38178e-69 t=50750
hai hao dian 	還好點	c=1 d=2.07113e-07 t=50750
hai hui 	還會	c=1 d=6.41656e-75 t=50750
hai hui bu hui 	還會不會	c=1 d=2.6419e-47 t=50750
hai ka zai 	還卡在	c=1 d=9.0324e-39 t=50750
hai ke yi 	還可以	c=2 d=1.17024e-26 t=50750
hai mei 	還沒	c=40 d=1.98724 t=50750
hai mei chu 	還沒出	c=1 d=1.62131e-38 t=50750
hai mei mei 	還沒沒	c=1 d=2.98067e-84 t=50750
hai mei qu 	還沒去	c=1 d=1.86952e-08 t=50750
hai mei you 	還沒有	c=18 d=0.0162458 t=50750
hai mei zuo 	還沒做	c=1 d=2.99988e-42 t=50750
hai neng 	還能	c=10 d=0.0186856 t=50750
hai pa 	害怕	c=1 d=5.32864e-07 t=50750
hai qu 	還去	c=1 d=1.78725e-08 t=50750
hai shang 	海上	c=1 d=2.33036e-12 t=50750
hai sheng xia 	還剩下	c=3 d=4.12925e-07 t=50750
hai shi 	還是	c=147 d=0.0969295 t=50750
hai ting 	還挺	c=1 d=3.47578e-40 t=50750
hai ting chang 	還挺長	c=1 d=3.4932e-39 t=50750
hai wai 	海外	c=31 d=0.00559994 t=50750
hai wai ban 	海外版	c=1 d=1.42188e-82 t=50750
hai wei 	還未	c=1 d=1.03936e-13 t=50750
hai wen 	還問	c=1 d=1.80927e-05 t=50750
hai xiang 	還想	c=1 d=2.75599e-15 t=50750
hai xu yao 	還需要	c=6 d=5.6173e-10 t=50750
hai yang 	海洋	c=1 d=2.32315e-05 t=50750
hai yao 	還要	c=20 d=0.244143 t=50750
hai yi wei 	還以爲	c=1 d=1.28613e-78 t=50750
hai you 	還有	c=66 d=0.347229 t=50750
hai you ge 	還有個	c=4 d=0.000702235 t=50750
hai you mei you 	還有沒有	c=1 d=5.97907e-09 t=50750
hai you xie 	還有些	c=1 d=2.63052e-55 t=50750
hai zai 	還在	c=18 d=0.179675 t=50750
hai zhen 	還真	c=1 d=3.2757e-18 t=50750
hai zhuang 	還裝	c=1 d=8.72174e-39 t=50750
han bao 	漢堡	c=1 d=4.69516e-18 t=50750
han dong 	寒冬	c=1 d=0.798516 t=50750
han dong 	撼動	c=1 d=0.794534 t=50750
han gai 	涵蓋	c=1 d=0.107528 t=50750
han guo 	韓國	c=1 d=4.82237e-09 t=50750
han hua 	漢化	c=1 d=2.04593e-10 t=50750
han shu 	函數	c=11 d=2.37381e-09 t=50750
han shu shi 	函数式	c=1 d=2.01808e-84 t=50750
han yi 	含義	c=1 d=4.11075e-13 t=50750
hang 	行	c=19 d=0.0197793 t=50750
hang gao 	行高	c=1 d=7.80659e-29 t=50750
hang hao 	行號	c=2 d=6.96942e-18 t=50750
hang shou 	行首	c=1 d=0.0017555 t=50750
hang tou 	行頭	c=1 d=1.56853e-31 t=50750
hang ye 	行業	c=0 d=1.58037e-91 t=50750
hang ye nei 	行業內	c=1 d=1.58829e-90 t=50750
hao 	好	c=410 d=2.39462 t=50750
hao 	號	c=30 d=0.017336 t=50750
hao a 	好啊	c=2 d=6.05613e-81 t=50750
hao ba 	好吧	c=9 d=2.96452e-25 t=50750
hao ba 	好把	c=2 d=1.1616e-78 t=50750
hao chao 	好吵	c=1 d=1.11158e-68 t=50750
hao chu 	好處	c=0 d=2.76642e-31 t=50750
hao de 	好的	c=395 d=4.89028 t=50750
hao dian 	好點	c=5 d=1.3339e-07 t=50750
hao dian 	耗電	c=1 d=8.74403e-69 t=50750
hao dian ba 	好點吧	c=1 d=3.48941e-85 t=50750
hao duo 	好多	c=2 d=2.74084e-09 t=50750
hao gai 	好改	c=2 d=1.25203e-56 t=50750
hao gui 	好貴	c=1 d=5.05723e-39 t=50750
hao han 	好漢	c=1 d=3.24963e-71 t=50750
hao hao 	好好	c=1 d=5.73254e-43 t=50750
hao hou 	好後	c=1 d=2.13639e-19 t=50750
hao ji ge 	好幾個	c=1 d=5.79311e-49 t=50750
hao jiu 	好久	c=3 d=1.76731e-23 t=50750
hao lai wu 	好萊塢	c=3 d=0.000118478 t=50750
hao le 	好了	c=1 d=4.47849e-21 t=50750
hao ma 	號碼	c=5 d=1.50083e-12 t=50750
hao man 	好慢	c=1 d=8.04955e-66 t=50750
hao miao 	浩淼	c=1 d=1.38804e-34 t=50750
hao qi guai 	好奇怪	c=1 d=8.88374e-79 t=50750
hao shi 	好事	c=1 d=1.10796e-59 t=50750
hao wan 	好玩	c=1 d=8.65611e-09 t=50750
hao xiang 	好像	c=178 d=4.28379 t=50750
hao xiang shi 	好像是	c=2 d=1.01744e-05 t=50750
hao xiao 	好小	c=1 d=8.21076e-64 t=50750
hao ya 	好呀	c=1 d=1.26414e-81 t=50750
hao yong 	好用	c=12 d=4.22285e-06 t=50750
hao you 	好友	c=9 d=5.46164e-79 t=50750
he 	和	c=190 d=1.52051 t=50750
he 	喝	c=3 d=9.66756e-15 t=50750
he 	河	c=1 d=4.68129e-42 t=50750
he bing 	合併	c=21 d=0.00526182 t=50750
he bu he 	合不合	c=2 d=1.5911e-15 t=50750
he chu 	何處	c=1 d=1.33081e-68 t=50750
he gu 	何故	c=1 d=2.36864e-86 t=50750
he jiu 	喝酒	c=17 d=7.83159e-05 t=50750
he li 	合理	c=1 d=6.32446e-52 t=50750
he ma 	河馬	c=6 d=2.35147e-36 t=50750
he ni 	和你	c=12 d=2.18786e-05 t=50750
he ni men 	和你們	c=1 d=3.12487e-81 t=50750
he peng you 	和朋友	c=1 d=2.62372e-54 t=50750
he qi ta 	和其他	c=1 d=9.37326e-63 t=50750
he sha 	河沙	c=1 d=9.40133e-10 t=50750
he shi 	合適	c=6 d=0.615697 t=50750
he suan 	核酸	c=11 d=0.0172012 t=50750
he ta 	和他	c=1 d=6.54215e-09 t=50750
he tong 	合同	c=2 d=9.19891e-48 t=50750
he tong shu 	合同書	c=1 d=4.92382e-48 t=50750
he wo 	和我	c=4 d=2.73127e-56 t=50750
he xiao 	覈銷	c=9 d=6.0616e-15 t=50750
he zhi qian 	和之前	c=3 d=5.79231e-18 t=50750
he zi 	盒子	c=2 d=4.00994e-15 t=50750
he zui 	喝醉	c=1 d=2.36517e-10 t=50750
he zuo 	合作	c=2 d=0.0010701 t=50750
hei 	嘿	c=1 d=9.49843e-72 t=50750
hei jing 	黑鏡	c=1 d=2.35378e-12 t=50750
hei ke 	黑客	c=2 d=5.25662e-45 t=50750
hei ma 	黑馬	c=1 d=4.58952e-15 t=50750
hei yu 	黑域	c=1 d=3.4501e-40 t=50750
hen 	很	c=4 d=1.46707e-10 t=50750
hen da 	很大	c=2 d=0.000841773 t=50750
hen di 	很低	c=1 d=1.35963e-26 t=50750
hen duo 	很多	c=10 d=8.68147e-14 t=50750
hen duo ge 	很多個	c=1 d=5.99863e-18 t=50750
hen duo ren 	很多人	c=1 d=3.91002e-71 t=50750
hen kuai 	很快	c=1 d=2.67864e-33 t=50750
hen lei 	很累	c=1 d=1.51016e-26 t=50750
hen leng 	很冷	c=1 d=1.60545e-40 t=50750
hen li jie 	很理解	c=1 d=1.47442e-09 t=50750
hen ma fan 	很麻煩	c=1 d=1.59283e-06 t=50750
hen nan 	很難	c=1 d=2.58194e-71 t=50750
hen shao 	很少	c=2 d=2.6584e-32 t=50750
hen shu fu 	很舒服	c=1 d=9.93256e-39 t=50750
hen xiao 	很小	c=1 d=2.11844e-08 t=50750
hen zao 	很早	c=1 d=3.38053e-65 t=50750
heng xian 	橫線	c=1 d=3.18495e-11 t=50750
heng xiang 	橫向	c=1 d=1.07043e-36 t=50750
hong 	宏	c=4 d=0.00249118 t=50750
hong 	紅	c=2 d=7.8188e-18 t=50750
hong bao 	紅包	c=11 d=6.81332e-05 t=50750
hong bin 	宏斌	c=7 d=9.58798e-07 t=50750
hong deng 	紅燈	c=1 d=3.02952e-40 t=50750
hong dong 	轟動	c=1 d=1.14883e-44 t=50750
hong meng 	鴻蒙	c=2 d=1.32725e-28 t=50750
hong mi 	红米	c=1 d=3.21685e-40 t=50750
hong se 	紅色	c=3 d=8.11412e-13 t=50750
hong xi 	虹吸	c=1 d=5.50402e-35 t=50750
hong zhen 	宏真	c=2 d=2.07393e-21 t=50750
hou 	後	c=148 d=0.0762782 t=50750
hou duan 	後端	c=31 d=1.36573 t=50750
hou hou 	吼吼	c=1 d=6.80892e-38 t=50750
hou mian 	後面	c=34 d=0.573643 t=50750
hou mian de 	後面的	c=1 d=7.0868e-38 t=50750
hou qi 	後期	c=1 d=9.21674e-12 t=50750
hou sheng 	後生	c=0 d=6.31437e-93 t=50750
hou sheng zi 	後生仔	c=1 d=6.34602e-92 t=50750
hou tai 	後臺	c=189 d=2.79686 t=50750
hou tao 	後套	c=1 d=4.38146e-28 t=50750
hou tian 	後天	c=4 d=0.00927901 t=50750
hou xu 	後續	c=1 d=2.59417e-09 t=50750
hou yi zheng 	後遺症	c=2 d=2.55372e-30 t=50750
hou you 	後又	c=1 d=4.254e-63 t=50750
hou zhe 	後者	c=1 d=1.28158e-07 t=50750
hou zhui 	後綴	c=5 d=0.0101022 t=50750
hu 	戶	c=2 d=0.000668817 t=50750
hu 	湖	c=1 d=2.28725e-57 t=50750
hu die 	蝴蝶	c=2 d=8.09593e-16 t=50750
hu die gu 	蝴蝶谷	c=1 d=5.14766e-71 t=50750
hu dong 	互動	c=1 d=6.58257e-52 t=50750
hu ji 	戶籍	c=1 d=5.46894e-48 t=50750
hu kou 	戶口	c=2 d=1.58358e-52 t=50750
hu lian wang 	互聯網	c=3 d=0.790571 t=50750
hu lve 	忽略	c=4 d=1.99643e-16 t=50750
hu shao 	胡哨	c=1 d=4.33418e-18 t=50750
hu zhao 	護照	c=1 d=1.2601e-14 t=50750
hua 	化	c=5 d=0.843665 t=50750
hua 	滑	c=2 d=1.88863e-10 t=50750
hua 	畫	c=4 d=1.95909e-15 t=50750
hua 	花	c=4 d=0.000221519 t=50750
hua 	華	c=5 d=2.30135e-05 t=50750
hua 	話	c=50 d=0.273628 t=50750
hua bei 	花唄	c=19 d=0.0868342 t=50750
hua dong 	滑動	c=3 d=3.44365e-18 t=50750
hua fei 	花費	c=2 d=1.42371e-09 t=50750
hua fei 	話費	c=1 d=1.44523e-09 t=50750
hua li hu shao 	花裏胡哨	c=1 d=5.37452e-49 t=50750
hua qiang bei 	華強北	c=3 d=0.013124 t=50750
hua shi jian 	花時間	c=2 d=0.000252273 t=50750
hua tu 	畫圖	c=2 d=7.71815e-05 t=50750
hua wei 	華爲	c=0 d=1.57768e-71 t=50750
hua wei yun 	華爲雲	c=2 d=3.21132e-70 t=50750
hua xian 	劃線	c=2 d=2.41099e-14 t=50750
hua yang 	華陽	c=1 d=1.88017e-16 t=50750
hua zhuang pin 	化妝品	c=1 d=2.78132e-05 t=50750
huai 	壞	c=3 d=1.00811e-05 t=50750
huan 	換	c=29 d=0.00672246 t=50750
huan 	緩	c=1 d=8.52959e-71 t=50750
huan 	還	c=3 d=7.73582e-10 t=50750
huan cheng 	換成	c=5 d=0.00468824 t=50750
huan cun 	緩存	c=26 d=0.000483239 t=50750
huan ge 	換個	c=2 d=1.5696e-39 t=50750
huan hang 	換行	c=13 d=0.000312786 t=50750
huan jie 	環節	c=1 d=4.99653e-44 t=50750
huan jing 	環境	c=201 d=0.46585 t=50750
huan kuan 	還款	c=13 d=0.00025278 t=50750
huan lai 	換來	c=2 d=0.00527382 t=50750
huan le 	換了	c=1 d=6.26833e-06 t=50750
huan le 	歡樂	c=1 d=2.75769e-81 t=50750
huan qi 	喚起	c=5 d=4.91278e-51 t=50750
huan shu 	還書	c=2 d=0.0735345 t=50750
huan xi 	歡喜	c=1 d=3.63688e-72 t=50750
huan xia 	換下	c=3 d=0.0357931 t=50750
huan yi xia 	換一下	c=1 d=0.0608101 t=50750
huan yi zhong 	換一種	c=2 d=3.59763e-62 t=50750
huan ying 	歡迎	c=2 d=7.1274e-17 t=50750
huan yuan 	還原	c=3 d=7.64454e-09 t=50750
huang 	煌	c=1 d=1.89771e-37 t=50750
huang 	黃	c=10 d=3.67117e-06 t=50750
huang jia ju 	黃家駒	c=1 d=1.33403e-67 t=50750
huang jin 	黃金	c=2 d=1.16155e-40 t=50750
huang se 	黃色	c=2 d=4.01472e-29 t=50750
huang ye 	荒野	c=1 d=0.198891 t=50750
hui 	回	c=11 d=7.39409e-08 t=50750
hui 	會	c=126 d=1.19397 t=50750
hui 	灰	c=4 d=1.91346e-09 t=50750
hui 	繪	c=1 d=2.94919e-18 t=50750
hui ba 	會把	c=4 d=1.20695e-07 t=50750
hui bao cuo 	會報錯	c=2 d=1.5468e-14 t=50750
hui bu hui 	會不會	c=28 d=7.97634e-06 t=50750
hui che 	回車	c=1 d=0.000788798 t=50750
hui chu 	會出	c=1 d=4.27779e-11 t=50750
hui chu xian 	會出現	c=4 d=0.42966 t=50750
hui de 	會的	c=1 d=1.35188e-47 t=50750
hui diao 	回調	c=10 d=0.000243261 t=50750
hui fan hui 	會返回	c=2 d=0.00637737 t=50750
hui fu 	回覆	c=3 d=3.00509e-33 t=50750
hui fu 	恢復	c=4 d=0.000450569 t=50750
hui gei 	會給	c=1 d=8.49717e-85 t=50750
hui gu 	惠顧	c=16 d=1.99957e-49 t=50750
hui gui 	回歸	c=1 d=5.48309e-49 t=50750
hui gun 	回滾	c=4 d=1.18829e-20 t=50750
hui hao dian 	會好點	c=3 d=1.66212e-07 t=50750
hui hen 	會很	c=1 d=3.68231e-71 t=50750
hui jia 	回家	c=4 d=2.52393e-39 t=50750
hui jin xing 	會進行	c=1 d=2.61331e-66 t=50750
hui lai 	回來	c=8 d=2.92224e-08 t=50750
hui qu 	回去	c=2 d=3.08274e-39 t=50750
hui rang 	會讓	c=0 d=1.1951e-39 t=50750
hui sheng cheng 	會生成	c=1 d=1.14762e-61 t=50750
hui shi 	回事	c=4 d=9.48163e-48 t=50750
hui shi 	會是	c=1 d=1.96424e-60 t=50750
hui ti shi 	會提示	c=5 d=0.000209665 t=50750
hui tian 	回填	c=3 d=8.36124e-13 t=50750
hui tiao 	回調	c=40 d=0.000317052 t=50750
hui tiao di zhi 	會調地址	c=1 d=6.11857e-45 t=50750
hui tui 	回退	c=1 d=0.00222055 t=50750
hui yi 	回憶	c=1 d=3.25881e-16 t=50750
hui yi 	會議	c=15 d=0.00166989 t=50750
hui you 	會有	c=15 d=4.02512e-07 t=50750
hui you dian 	會有點	c=1 d=2.93829e-92 t=50750
hui yuan 	會員	c=114 d=1.91392 t=50750
hui yuan jia 	會員價	c=4 d=2.8251e-16 t=50750
hui yuan ma 	會員碼	c=8 d=1.7539e-51 t=50750
hui zai 	會在	c=3 d=7.28276e-06 t=50750
hui zhe yang 	會這樣	c=1 d=1.82237e-31 t=50750
hui zi dong 	會自動	c=2 d=8.98248e-62 t=50750
hui zong 	彙總	c=1 d=1.60217e-16 t=50750
hun an 	昏暗	c=0 d=4.37983e-54 t=50750
hun an jian 	昏暗減	c=1 d=4.40178e-53 t=50750
hun xiao 	混淆	c=2 d=5.49056e-65 t=50750
huo 	或	c=1 d=7.61927e-08 t=50750
huo 	活	c=3 d=0.722751 t=50750
huo 	火	c=4 d=2.12979e-12 t=50750
huo 	貨	c=1 d=2.20933e-61 t=50750
huo bi 	貨幣	c=2 d=3.04325e-05 t=50750
huo che 	火車	c=1 d=2.88039e-05 t=50750
huo dong 	活動	c=213 d=0.000321493 t=50750
huo dong duan 	活動端	c=1 d=0.00323088 t=50750
huo dong neng gou 	活動能夠	c=2 d=1.53272e-24 t=50750
huo guo 	火鍋	c=3 d=1.85787e-81 t=50750
huo guo dian 	火鍋店	c=9 d=3.59991e-23 t=50750
huo qu 	獲取	c=113 d=0.798186 t=50750
huo zhe 	或者	c=45 d=0.468887 t=50750
huo zhuan 	火磚	c=3 d=9.12348e-10 t=50750
ji 	及	c=6 d=0.872972 t=50750
ji 	吉	c=4 d=1.21842e-30 t=50750
ji 	寄	c=2 d=2.81397e-54 t=50750
ji 	幾	c=2 d=5.92141e-42 t=50750
ji 	極	c=5 d=0.227743 t=50750
ji 	機	c=9 d=2.43806e-56 t=50750
ji 	記	c=1 d=4.93656e-49 t=50750
ji ben 	基本	c=10 d=2.15463 t=50750
ji ben shang 	基本上	c=2 d=1.43133e-13 t=50750
ji chang 	機場	c=1 d=0.00603608 t=50750
ji cheng 	集成	c=6 d=0.00143858 t=50750
ji chu 	基礎	c=16 d=0.822835 t=50750
ji cun qi 	寄存器	c=1 d=0.00280879 t=50750
ji de 	記得	c=6 d=3.77321e-05 t=50750
ji de wo 	記得我	c=1 d=8.80911e-68 t=50750
ji dian 	幾點	c=5 d=2.26618e-07 t=50750
ji dong 	機動	c=1 d=5.53331e-68 t=50750
ji du 	季度	c=1 d=9.02962e-06 t=50750
ji duo 	幾多	c=3 d=0.0234005 t=50750
ji duo qian 	幾多錢	c=5 d=3.39166e-39 t=50750
ji fen 	積分	c=6 d=2.32026e-10 t=50750
ji fen zhong 	幾分鐘	c=2 d=2.73269e-83 t=50750
ji feng 	譏諷	c=1 d=1.40686e-16 t=50750
ji ge 	幾個	c=21 d=5.72261e-12 t=50750
ji ge qian 	幾個錢	c=1 d=2.1348e-69 t=50750
ji ge yue 	幾個月	c=2 d=1.37062e-48 t=50750
ji guo qu 	寄過去	c=1 d=2.87521e-72 t=50750
ji he 	集合	c=6 d=4.37462e-13 t=50750
ji hu 	幾乎	c=1 d=0.105399 t=50750
ji hua 	計劃	c=2 d=0.0792617 t=50750
ji huang 	饑荒	c=2 d=6.3706e-41 t=50750
ji hui 	寄回	c=0 d=2.49959e-73 t=50750
ji hui 	機會	c=2 d=0.00105417 t=50750
ji hui lai 	寄回來	c=1 d=2.51212e-72 t=50750
ji huo 	即或	c=1 d=0.00290884 t=50750
ji huo 	激活	c=1 d=0.00292342 t=50750
ji jian 	極簡	c=4 d=2.91151 t=50750
ji jian zhu yi 	極簡主義	c=4 d=2.22517 t=50750
ji jian zhu yi zhe 	極簡主義者	c=1 d=0.927743 t=50750
ji jian zhu yi zuo zhe 	極簡主義作者	c=1 d=0.97531 t=50750
ji ke 	即可	c=9 d=0.00615802 t=50750
ji kuai qian 	幾塊錢	c=1 d=5.80693e-77 t=50750
ji lu 	記錄	c=55 d=0.0303487 t=50750
ji lu pian 	紀錄片	c=2 d=0.0617848 t=50750
ji lv 	機率	c=2 d=0.26054 t=50750
