# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	50750
#@/user_id	sync_config
mei ting guo 	沒停過	c=1 d=2.73071e-83 t=50750
mei tuan 	美團	c=3 d=2.64752e-05 t=50750
mei wen ti 	沒問題	c=9 d=0.00112497 t=50750
mei xiang ying 	沒響應	c=1 d=0.00406639 t=50750
mei yan fang 	梅豔芳	c=2 d=1.99501 t=50750
mei yan jiu 	沒研究	c=1 d=1.09351e-81 t=50750
mei yi tian 	每一天	c=1 d=1.72637e-12 t=50750
mei yo 	沒喲	c=1 d=0.000178665 t=50750
mei yong 	沒用	c=1 d=4.42234e-49 t=50750
mei you 	沒有	c=351 d=2.51096 t=50750
mei you a 	没有吖	c=4 d=5.48888e-70 t=50750
mei you ba 	没有吧	c=1 d=1.36547e-47 t=50750
mei you gai 	沒有改	c=1 d=7.12111e-36 t=50750
mei yuan 	美元	c=6 d=0.000224867 t=50750
mei zi 	妹子	c=2 d=1.24706e-68 t=50750
men 	們	c=2 d=2.9798e-80 t=50750
men 	悶	c=1 d=1.03626e-66 t=50750
men dian 	門店	c=47 d=0.000547581 t=50750
men kan 	門檻	c=1 d=8.33965e-12 t=50750
men kou 	門口	c=4 d=3.05206e-75 t=50750
men pai hao 	門牌號	c=1 d=1.82293e-64 t=50750
men tou 	門頭	c=1 d=1.96631e-43 t=50750
mi 	米	c=3 d=2.74934e-16 t=50750
mi ao 	祕奧	c=0 d=7.96726e-05 t=50750
mi ao ma 	祕奧嗎	c=1 d=0.000800719 t=50750
mi ma 	密碼	c=54 d=0.0330695 t=50750
mi ni 	迷你	c=5 d=4.29708e-05 t=50750
mi ni cang 	迷你倉	c=3 d=4.01199e-21 t=50750
mi yao 	密鑰	c=10 d=2.86097e-43 t=50750
mian 	免	c=2 d=6.38259e-42 t=50750
mian 	面	c=5 d=1.8981e-10 t=50750
mian ban 	面板	c=2 d=8.5064e-39 t=50750
mian bei 	棉被	c=1 d=7.77187e-06 t=50750
mian fei 	免費	c=39 d=0.0127784 t=50750
mian shi 	面試	c=2 d=0.0552849 t=50750
mian xiang 	面向	c=2 d=0.00293808 t=50750
miao 	描	c=1 d=1.06861e-16 t=50750
miao 	秒	c=6 d=1.26533e-06 t=50750
miao shu 	描述	c=2 d=1.81112e-17 t=50750
miao zhong 	秒鐘	c=1 d=3.79277e-07 t=50750
mie 	咩	c=5 d=1.60468e-06 t=50750
mie qing kuang 	咩情況	c=2 d=1.61273e-05 t=50750
mie you 	咩有	c=1 d=3.83806e-29 t=50750
min 	敏	c=1 d=4.34392e-15 t=50750
min 	民	c=1 d=7.53167e-19 t=50750
ming 	名	c=6 d=0.000443861 t=50750
ming 	命	c=2 d=5.86367e-15 t=50750
ming bai 	明白	c=7 d=1.51175e-09 t=50750
ming bai le 	明白了	c=1 d=2.06221e-15 t=50750
ming cheng 	名稱	c=47 d=0.00360776 t=50750
ming dan 	名單	c=0 d=0.00100518 t=50750
ming ling 	命令	c=10 d=0.294316 t=50750
ming ling hang 	命令行	c=2 d=2.21821e-20 t=50750
ming ri 	明日	c=3 d=3.83239e-05 t=50750
ming tian 	明天	c=59 d=0.259331 t=50750
ming tian ren wu 	明天任務	c=1 d=8.59802e-18 t=50750
ming wan 	明晚	c=2 d=1.51123e-05 t=50750
ming wen 	明文	c=1 d=4.58796e-11 t=50750
ming xi 	明細	c=6 d=3.38732e-62 t=50750
ming xiang 	冥想	c=2 d=0.000210853 t=50750
ming zi 	名子	c=1 d=7.87164e-09 t=50750
mo 	模	c=2 d=1.22286e-14 t=50750
mo 	默	c=1 d=2.91361e-81 t=50750
mo ban 	模板	c=14 d=5.36274e-14 t=50750
mo fang 	模仿	c=1 d=0.176902 t=50750
mo fang you xi 	模仿遊戲	c=2 d=0.822261 t=50750
mo ju 	模具	c=1 d=2.9279e-21 t=50750
mo kuai 	模塊	c=21 d=0.00029085 t=50750
mo ni 	模擬	c=5 d=2.91234e-32 t=50750
mo ni qi 	模擬器	c=2 d=4.63723e-19 t=50750
mo ren 	默認	c=29 d=1.83219e-06 t=50750
mo sha 	磨砂	c=1 d=3.62021e-18 t=50750
mo shi 	模式	c=31 d=0.019838 t=50750
mo shou 	沒收	c=1 d=0.0026189 t=50750
mo tuo che 	摩托車	c=1 d=5.86249e-42 t=50750
mou 	某	c=15 d=3.8347e-05 t=50750
mou a 	某啊	c=3 d=1.77919e-43 t=50750
mou de 	某得	c=1 d=2.51399e-22 t=50750
mou li 	某理	c=1 d=1.04163e-68 t=50750
mou se 	某色	c=1 d=2.24738e-56 t=50750
mou yong 	某用	c=1 d=2.37445e-56 t=50750
mu biao 	目標	c=1 d=5.72261e-52 t=50750
mu lu 	目錄	c=4 d=1.31713e-40 t=50750
mu qian 	目前	c=11 d=0.960789 t=50750
mu qin 	母親	c=1 d=4.89775e-15 t=50750
na 	拿	c=9 d=0.013912 t=50750
na 	那	c=36 d=0.199976 t=50750
na ba 	那把	c=1 d=7.74232e-20 t=50750
na bian 	那邊	c=56 d=0.302571 t=50750
na bu dao 	拿不到	c=3 d=0.00298248 t=50750
na dao 	拿到	c=3 d=0.00584946 t=50750
na de 	那得	c=1 d=7.25485e-49 t=50750
na fen 	那份	c=2 d=1.2592e-35 t=50750
na ge 	哪個	c=1 d=3.02437e-20 t=50750
na ge 	那個	c=154 d=1.16892 t=50750
na hai de 	那還的	c=1 d=7.29121e-49 t=50750
na hai hao 	那还好	c=1 d=0.000247277 t=50750
na hai shi 	那還是	c=1 d=2.94258e-21 t=50750
na hao 	那好	c=1 d=2.62775e-72 t=50750
na ji ge 	那幾個	c=2 d=6.91182e-38 t=50750
na jiu 	那就	c=21 d=0.0266391 t=50750
na jiu hao 	那就好	c=1 d=5.8977e-83 t=50750
na jiu shi 	那就是	c=9 d=0.653957 t=50750
na jiu shu fu 	那就舒服	c=1 d=2.32459e-71 t=50750
na jiu xian yong 	那就先用	c=1 d=4.765e-74 t=50750
na jiu zhi 	那就只	c=2 d=0.00138093 t=50750
na jiu zhi you 	那就只有	c=1 d=1.54439e-25 t=50750
na kuai 	那塊	c=5 d=4.86157e-16 t=50750
na lai 	拿來	c=1 d=3.15594e-21 t=50750
na li 	那裏	c=26 d=0.0223708 t=50750
na li ren 	哪裏人	c=1 d=1.16453e-86 t=50750
na me 	那麼	c=10 d=7.08461e-05 t=50750
na me kuai 	那麼快	c=2 d=5.50513e-08 t=50750
na na bian 	那那邊	c=1 d=1.60983e-72 t=50750
na ni 	哪尼	c=1 d=3.09829e-10 t=50750
na ni 	那你	c=35 d=0.0865508 t=50750
na ni jiu 	那你就	c=1 d=0.000284437 t=50750
na ru guo 	那如果	c=1 d=3.99755e-08 t=50750
na shou 	那首	c=1 d=1.34743e-67 t=50750
na ta 	那他	c=1 d=8.32493e-50 t=50750
na tai 	那臺	c=3 d=3.68318e-15 t=50750
na tiao 	那條	c=3 d=9.62754e-25 t=50750
na wo 	拿我	c=1 d=4.60219e-18 t=50750
na wo 	那我	c=54 d=0.018503 t=50750
na wo men 	那我們	c=9 d=2.74972e-47 t=50750
na wo qian 	那我前	c=1 d=8.97913e-87 t=50750
na wo xian zai 	那我現在	c=1 d=8.33539e-06 t=50750
na wo zhe li 	那我這裏	c=1 d=5.87547e-68 t=50750
na xian 	納獻	c=1 d=1.49457e-51 t=50750
na xian zai 	那現在	c=8 d=7.41365e-54 t=50750
na xie 	哪些	c=7 d=0.182076 t=50750
na xie 	那些	c=6 d=0.479343 t=50750
na yao 	那要	c=1 d=2.12465e-13 t=50750
na yi ban 	那一般	c=1 d=0.201897 t=50750
na yi bu 	那一步	c=1 d=2.94599e-64 t=50750
na yi ge 	哪一個	c=1 d=1.5117e-38 t=50750
na yi qian 	那以前	c=1 d=5.57242e-92 t=50750
na ying gai 	那應該	c=1 d=5.33192e-73 t=50750
na you 	那又	c=0 d=8.40833e-80 t=50750
na you bei 	那又被	c=1 d=8.45047e-79 t=50750
na zen me 	那怎么	c=1 d=2.94358e-25 t=50750
na zhe ge 	那這個	c=14 d=4.30889e-08 t=50750
na zheng 	拿證	c=1 d=4.59313e-83 t=50750
na zhi 	那隻	c=0 d=1.17551e-21 t=50750
na zhi niao 	那隻鳥	c=1 d=1.1814e-20 t=50750
na zhi qian 	那之前	c=2 d=5.65825e-16 t=50750
na zhong 	那種	c=5 d=1.9999e-07 t=50750
nai 	奶	c=1 d=1.38922e-44 t=50750
nai cha 	奶茶	c=9 d=2.94458e-29 t=50750
nai cha dian 	奶茶店	c=2 d=8.82018e-24 t=50750
nai nai 	奶奶	c=1 d=3.85849e-62 t=50750
nan 	男	c=1 d=2.89908e-81 t=50750
nan gao 	難搞	c=2 d=1.34328e-48 t=50750
nan kang 	南康	c=1 d=5.7464e-42 t=50750
nan peng you 	男朋友	c=1 d=4.21454e-71 t=50750
nan qu 	南區	c=0 d=0.000316691 t=50750
nan ren 	男人	c=1 d=0.0267827 t=50750
nan shan 	南山	c=1 d=1.11004e-81 t=50750
nao ke 	腦殼	c=1 d=8.80283e-89 t=50750
nao wang 	脑王	c=1 d=4.09207e-77 t=50750
nei 	內	c=6 d=0.904837 t=50750
nei bu 	內部	c=1 d=6.94906e-13 t=50750
nei cun 	內存	c=2 d=1.87531e-15 t=50750
nei de 	內的	c=1 d=1.60851e-33 t=50750
nei rong 	內容	c=32 d=1.32209e-08 t=50750
nei wang 	內網	c=6 d=0.304683 t=50750
nei zhi 	內置	c=1 d=0.0107807 t=50750
neng 	能	c=35 d=0.0210344 t=50750
neng bang wo 	能幫我	c=2 d=1.4595e-07 t=50750
neng bu ne 	能不呢	c=1 d=4.88828e-51 t=50750
neng bu neng 	能不能	c=15 d=0.143306 t=50750
neng gou 	能夠	c=3 d=0.00193045 t=50750
neng he 	能和	c=1 d=0.00105946 t=50750
neng jiang 	能將	c=1 d=2.47556e-76 t=50750
neng zai 	能在	c=1 d=3.01216e-90 t=50750
ni 	你	c=240 d=2.85141 t=50750
ni 	呢	c=6 d=3.62021e-18 t=50750
ni 	泥	c=6 d=4.4995e-56 t=50750
ni ai wo ma 	你愛我嗎	c=1 d=1.16715e-83 t=50750
ni ba 	你把	c=13 d=0.257988 t=50750
ni bang mang 	你幫忙	c=1 d=1.77611e-52 t=50750
ni bang wo 	你幫我	c=10 d=6.15154e-20 t=50750
ni ben di 	你本地	c=2 d=0.759572 t=50750
ni bu shi 	你不是	c=4 d=5.36921e-08 t=50750
ni bu yao 	你不要	c=2 d=1.33661e-31 t=50750
ni bu yong 	你不用	c=1 d=0.0295994 t=50750
ni cheng 	昵稱	c=3 d=5.20983e-57 t=50750
ni da ge 	你打個	c=1 d=1.54539e-62 t=50750
ni da jian 	你搭建	c=1 d=1.59636e-32 t=50750
ni da kai 	你打開	c=2 d=1.66269e-11 t=50750
ni da yin 	你打印	c=1 d=4.75528e-50 t=50750
ni dai zhe 	你帶着	c=1 d=6.60972e-71 t=50750
ni dao 	你到	c=2 d=1.21915e-68 t=50750
ni dao shi hou 	你到時候	c=2 d=7.02876e-10 t=50750
ni de 	你得	c=8 d=2.0529e-50 t=50750
ni de 	你的	c=16 d=0.56271 t=50750
ni di yi ci 	你第一次	c=1 d=2.87375e-66 t=50750
ni dian 	你點	c=2 d=2.01677e-47 t=50750
ni dian ji 	你點擊	c=2 d=1.17451e-10 t=50750
ni dian ji qu 	你點擊去	c=1 d=3.99606e-33 t=50750
ni dou 	你都	c=1 d=3.03168e-19 t=50750
ni fa 	你發	c=1 d=2.33758e-20 t=50750
ni fa bu 	你發佈	c=3 d=1.25193e-50 t=50750
ni fa de 	你發的	c=1 d=2.3493e-19 t=50750
ni fa xia 	你發下	c=1 d=8.18539e-57 t=50750
ni fan hui 	你返回	c=1 d=1.68317e-08 t=50750
ni fang wen 	你訪問	c=1 d=6.49603e-14 t=50750
ni gai 	你改	c=5 d=0.00384112 t=50750
ni gai cheng 	你改成	c=2 d=0.125556 t=50750
ni gai hao 	你改好	c=1 d=1.92744e-14 t=50750
ni gai xia 	你改下	c=2 d=1.35561e-50 t=50750
ni gai zhe ge 	你改這個	c=1 d=5.93875e-47 t=50750
ni gan jue 	你感覺	c=2 d=7.03325e-37 t=50750
ni gang gang 	你剛剛	c=5 d=2.71403e-11 t=50750
ni gei 	你給	c=1 d=1.07412e-47 t=50750
ni gei ta 	你給他	c=1 d=3.3608e-55 t=50750
ni gei wo 	你給我	c=3 d=2.45492e-07 t=50750
ni hai mei 	你還沒	c=1 d=3.73618e-36 t=50750
ni hai shi 	你還是	c=1 d=1.88819e-66 t=50750
ni hai you 	你還有	c=1 d=1.58537e-39 t=50750
ni hao 	你好	c=11 d=0.00501945 t=50750
ni hao 	妳好	c=1 d=2.0615e-11 t=50750
ni hao xiang 	你好像	c=1 d=3.38928e-66 t=50750
ni hou mian 	你後面	c=1 d=3.44823e-63 t=50750
ni hui yong 	你會用	c=1 d=1.88825e-37 t=50750
ni jin qu 	你進去	c=2 d=3.83349e-15 t=50750
ni jiu 	你就	c=1 d=6.32877e-60 t=50750
ni kai 	你開	c=1 d=3.49428e-72 t=50750
ni kai qi 	你開啓	c=1 d=0.341298 t=50750
ni kai tong 	你開通	c=1 d=6.19099e-07 t=50750
ni kan 	你看	c=8 d=1.99094e-13 t=50750
ni kan dao 	你看到	c=1 d=1.49406e-47 t=50750
ni kan xia 	你看下	c=46 d=0.427415 t=50750
ni kan xia a 	你看下啊	c=1 d=1.98647e-16 t=50750
ni kan xia ai 	你看下愛	c=1 d=6.5602e-12 t=50750
ni ke neng 	你可能	c=1 d=1.18233e-88 t=50750
ni ke yi 	你可以	c=9 d=0.000126534 t=50750
ni lai 	你來	c=2 d=3.87507e-83 t=50750
ni li jie 	你理解	c=1 d=6.54083e-36 t=50750
ni liang 	你倆	c=0 d=4.04585e-62 t=50750
ni liang jia 	你倆家	c=1 d=4.06613e-61 t=50750
ni men 	你們	c=23 d=5.91307e-06 t=50750
ni meng 	你夢	c=1 d=2.92233e-28 t=50750
ni na bian 	你那邊	c=14 d=0.4336 t=50750
ni na ge 	你哪个	c=6 d=5.5987e-08 t=50750
ni na li 	你那裏	c=7 d=2.45451e-05 t=50750
ni neng 	你能	c=2 d=6.07564e-21 t=50750
ni pei zhi 	你配置	c=2 d=0.12493 t=50750
ni peng you 	你朋友	c=1 d=2.71617e-79 t=50750
ni qu 	你去	c=2 d=9.09469e-61 t=50750
ni ru guo 	你如果	c=3 d=1.96163e-15 t=50750
ni shang ci 	你上次	c=1 d=6.28415e-65 t=50750
ni shang qu 	你上去	c=3 d=1.93335e-50 t=50750
ni shang wu 	你上午	c=1 d=8.84244e-83 t=50750
ni shen qing 	你申請	c=1 d=1.94741e-47 t=50750
ni sheng ji 	你升級	c=2 d=1.50515e-41 t=50750
ni shi 	你是	c=2 d=7.58078e-66 t=50750
ni shi 	你試	c=3 d=0.00481991 t=50750
ni shi xia 	你試下	c=1 d=9.23902e-11 t=50750
ni shi yi xia 	你試一下	c=1 d=5.10892e-41 t=50750
ni shou dao 	你收到	c=1 d=1.1234e-16 t=50750
ni shu ru 	你輸入	c=1 d=1.23473e-10 t=50750
ni shua xin 	你刷新	c=2 d=2.30321e-50 t=50750
ni shuo 	你說	c=4 d=1.48181e-09 t=50750
ni tu 	泥土	c=1 d=4.28156e-90 t=50750
ni wen 	你問	c=1 d=3.34928e-44 t=50750
ni wen xia 	你問下	c=2 d=3.59018e-67 t=50750
ni xian 	你先	c=21 d=0.753293 t=50750
ni xian 	倪宪	c=1 d=2.8903e-16 t=50750
ni xian ba 	你先把	c=1 d=6.2726e-14 t=50750
ni xian zai 	你現在	c=24 d=0.729964 t=50750
ni xiang 	你想	c=1 d=3.08107e-62 t=50750
ni xie 	你寫	c=1 d=2.54323e-11 t=50750
ni yao 	你要	c=9 d=1.89919e-63 t=50750
ni yao shang qu 	你要上去	c=1 d=1.84828e-50 t=50750
ni ye 	你也	c=2 d=1.85155e-12 t=50750
ni ye ke yi 	你也可以	c=1 d=1.18708e-47 t=50750
ni ye shi 	你也是	c=1 d=0.0254765 t=50750
ni yi jing 	你已經	c=1 d=2.31134e-92 t=50750
ni yi qian 	你以前	c=1 d=4.32639e-85 t=50750
ni ying gai 	你應該	c=1 d=3.82164e-08 t=50750
ni yong 	你用	c=4 d=4.02511e-30 t=50750
ni yong zhe ge 	你用這個	c=1 d=0.0167392 t=50750
ni you 	你有	c=11 d=4.44119e-05 t=50750
ni you kong 	你有空	c=4 d=0.000978001 t=50750
ni you mei you 	你有没有	c=2 d=3.96911e-71 t=50750
ni you shi jian 	你有時間	c=2 d=0.329559 t=50750
ni zai 	你再	c=20 d=0.0340507 t=50750
ni zai 	你在	c=7 d=6.08085e-19 t=50750
ni zai kan xia 	你在看下	c=1 d=1.17403e-64 t=50750
ni zai ma 	你在嗎	c=1 d=5.46039e-59 t=50750
ni zen me 	你怎麼	c=1 d=2.42373e-33 t=50750
ni zhao 	你找	c=2 d=0.494109 t=50750
ni zhao xia 	你找下	c=5 d=2.72569e-32 t=50750
ni zhe bian 	你這邊	c=1 d=6.77518e-09 t=50750
ni zhe ge 	你這個	c=13 d=2.22668e-06 t=50750
ni zhe yang 	你這樣	c=1 d=2.1183e-66 t=50750
ni zheng ge 	你整個	c=1 d=8.96691e-71 t=50750
ni zhi 	你只	c=0 d=7.9906e-10 t=50750
ni zhi dao 	你知道	c=3 d=6.50467e-59 t=50750
ni zhi jia 	你只加	c=1 d=8.03065e-09 t=50750
ni zhi jie 	你直接	c=1 d=1.80013e-63 t=50750
ni zhi qian 	你之前	c=10 d=2.3469e-07 t=50750
ni zuo tian 	你昨天	c=2 d=2.27205e-08 t=50750
ni zuo wan 	你昨晚	c=1 d=0.0028799 t=50750
nian 	年	c=39 d=0.059235 t=50750
nian chan zhi 	年產值	c=1 d=0.133989 t=50750
nian di 	年底	c=2 d=1.48124e-48 t=50750
nian jia 	年假	c=1 d=3.53776e-40 t=50750
nian ling 	年齡	c=3 d=2.2127e-71 t=50750
nian qing ren 	年輕人	c=1 d=7.05362e-71 t=50750
nian tie 	粘貼	c=1 d=2.21211e-17 t=50750
nian tou 	念頭	c=1 d=8.92219e-71 t=50750
niao 	鳥	c=0 d=1.17551e-21 t=50750
nin 	您	c=5 d=0.00107547 t=50750
niu rou 	牛肉	c=3 d=3.20756e-06 t=50750
nong 	弄	c=15 d=1.00396 t=50750
nong 	農	c=1 d=6.76229e-16 t=50750
nong cun 	農村	c=2 d=4.22141e-53 t=50750
nong dao 	弄到	c=1 d=1.32787e-42 t=50750
nong hao 	弄好	c=10 d=0.0395575 t=50750
nong li 	農曆	c=1 d=7.47682e-80 t=50750
nong ma 	弄嗎	c=1 d=2.21362e-25 t=50750
nong ye 	農業	c=3 d=8.02792e-05 t=50750
nong yi xia 	弄一下	c=1 d=1.28303e-79 t=50750
nu li 	努力	c=1 d=5.48105e-74 t=50750
nuo 	挪	c=1 d=2.01856e-28 t=50750
nv 	女	c=1 d=2.92821e-81 t=50750
nv hai 	女孩	c=1 d=0.0746459 t=50750
nv ming xing 	女明星	c=0 d=0.0133989 t=50750
nv peng you 	女朋友	c=3 d=9.8888e-06 t=50750
o 	哦	c=9 d=1.13301e-15 t=50750
o o 	哦哦	c=3 d=0.000193586 t=50750
o o o 	哦哦哦	c=0 d=3.16303e-19 t=50750
o o o o o o o o o o o o 	哦哦哦哦哦哦哦哦哦哦哦哦	c=1 d=3.17889e-18 t=50750
ou 	偶	c=1 d=2.00501e-37 t=50750
ou er 	偶爾	c=1 d=0.66034 t=50750
ou fa xing 	偶發性	c=1 d=5.92525e-79 t=50750
ou shi 	歐式	c=1 d=0.102284 t=50750
pa 	怕	c=3 d=1.34098e-40 t=50750
pa 	爬	c=6 d=0.351692 t=50750
pa shan 	爬山	c=2 d=0.240066 t=50750
pai 	拍	c=3 d=5.087e-62 t=50750
pai ban 	排班	c=1 d=2.06684e-12 t=50750
pai cha 	排插	c=1 d=6.52415e-06 t=50750
pai cha 	排查	c=8 d=6.75654e-06 t=50750
pai chu suo 	派出所	c=1 d=5.3952e-06 t=50750
pai dui 	排隊	c=2 d=9.48519e-83 t=50750
pai hang bang 	排行榜	c=1 d=1.42323e-05 t=50750
pai xu 	排序	c=1 d=5.53125e-93 t=50750
pan 	盤	c=1 d=3.80258e-08 t=50750
pan dan 	盤單	c=1 d=1.43944e-50 t=50750
pan duan 	判斷	c=99 d=0.00628818 t=50750
pang 	旁	c=1 d=0.00229612 t=50750
pang bian 	旁邊	c=2 d=9.06996e-29 t=50750
pao 	跑	c=18 d=1.76088e-23 t=50750
pao bu 	跑不	c=1 d=3.01082e-26 t=50750
pao bu 	跑步	c=1 d=1.31622e-56 t=50750
pao dao 	跑到	c=3 d=9.62304e-06 t=50750
pao guo lai 	跑過來	c=1 d=2.09081e-30 t=50750
pao le 	跑了	c=1 d=8.02083e-24 t=50750
pao qi 	跑起	c=1 d=7.41575e-13 t=50750
pao qi lai 	跑起來	c=3 d=5.61921e-14 t=50750
pao xia 	跑下	c=3 d=0.802519 t=50750
pao yi ci 	跑一次	c=1 d=1.4008e-24 t=50750
pao yi xia 	跑一下	c=1 d=4.73543e-89 t=50750
pei 	配	c=4 d=0.0349094 t=50750
pei 	陪	c=1 d=5.28837e-06 t=50750
pei chang 	賠償	c=1 d=6.98723e-48 t=50750
pei he 	配合	c=10 d=1.10897e-11 t=50750
pei he ni 	配合你	c=2 d=4.57363e-33 t=50750
pei se 	配色	c=5 d=0.000713741 t=50750
pei song 	配送	c=29 d=0.00265987 t=50750
pei wang 	配網	c=1 d=6.57697e-42 t=50750
pei xun 	培訓	c=3 d=2.01712e-14 t=50750
pei xun ban 	培訓班	c=1 d=2.18444e-16 t=50750
pei zhi 	配置	c=194 d=1.31149 t=50750
pei zhi ma 	配置嗎	c=1 d=1.05917e-88 t=50750
peng tou 	碰頭	c=1 d=2.06348e-81 t=50750
peng you 	朋友	c=18 d=0.0136366 t=50750
peng you jia 	朋友家	c=1 d=1.58694e-80 t=50750
peng you quan 	朋友圈	c=2 d=7.05528e-66 t=50750
pi 	批	c=2 d=1.09675e-57 t=50750
pi 	皮	c=2 d=0.0824965 t=50750
pi fu ke 	皮膚科	c=2 d=0.000290183 t=50750
pi jiu 	啤酒	c=4 d=1.75664e-40 t=50750
pi liang 	批量	c=32 d=0.0623495 t=50750
pi liang shan chu 	批量刪除	c=2 d=1.75858e-71 t=50750
pi pei 	匹配	c=1 d=2.8968e-13 t=50750
pian 	片	c=1 d=4.53893e-61 t=50750
pian duan 	片斷	c=1 d=7.66268e-16 t=50750
pian duan 	片段	c=1 d=5.2681e-49 t=50750
pian yi 	偏移	c=2 d=5.33357e-69 t=50750
piao liang 	漂亮	c=1 d=3.31426e-38 t=50750
pin 	品	c=4 d=1.45512e-15 t=50750
pin 	拼	c=11 d=2.89483e-05 t=50750
pin 	聘	c=1 d=5.33391e-48 t=50750
pin fan 	頻繁	c=0 d=0.00203434 t=50750
pin jie 	拼接	c=11 d=3.33654e-11 t=50750
pin pai 	品牌	c=1 d=5.92645e-52 t=50750
pin tuan 	拼團	c=11 d=3.48936e-17 t=50750
pin yin 	拼音	c=1 d=0.000308127 t=50750
pin yong 	聘用	c=1 d=4.89926e-48 t=50750
ping 	屏	c=3 d=2.18592e-36 t=50750
ping 	平	c=2 d=6.87147e-86 t=50750
ping bi 	屏蔽	c=3 d=0.00110618 t=50750
ping chang 	平常	c=2 d=1.45594e-37 t=50750
ping fang 	平方	c=5 d=4.92131e-42 t=50750
ping fen 	平分	c=1 d=7.66007e-12 t=50750
ping gu 	評估	c=7 d=3.04657e-13 t=50750
ping guo 	蘋果	c=6 d=1.09191e-05 t=50750
ping heng 	平衡	c=1 d=1.11993e-09 t=50750
ping jun 	平均	c=1 d=3.92853e-09 t=50750
ping mu 	屏幕	c=6 d=1.10927e-17 t=50750
ping pang 	乒乓	c=2 d=2.31342e-05 t=50750
ping shi 	平時	c=2 d=8.70042e-69 t=50750
ping tai 	平臺	c=7 d=7.84998e-06 t=50750
po 	坡	c=4 d=5.67858e-20 t=50750
po 	婆	c=3 d=0.111917 t=50750
po jie 	破解	c=5 d=3.3851e-05 t=50750
pu 	浦	c=6 d=3.70807e-06 t=50750
pu fa 	浦發	c=1 d=0.000302025 t=50750
pu tong 	普通	c=7 d=0.00182715 t=50750
qi 	器	c=23 d=0.10383 t=50750
qi 	期	c=6 d=4.65889e-15 t=50750
qi 	起	c=1 d=0.00444934 t=50750
qi 	騎	c=2 d=3.47471e-06 t=50750
qi che 	汽車	c=1 d=1.74396e-43 t=50750
qi dao 	起到	c=1 d=4.26284e-58 t=50750
qi dong 	啓動	c=22 d=0.0497871 t=50750
qi dong ping 	啓動屏	c=1 d=3.40637e-37 t=50750
qi guai 	奇怪	c=4 d=4.15998e-06 t=50750
qi hao 	七號	c=1 d=1.34048e-65 t=50750
qi lai 	起來	c=9 d=3.21778e-07 t=50750
qi nian 	七年	c=1 d=1.62833e-30 t=50750
qi niu 	七牛	c=3 d=4.01872e-72 t=50750
qi niu yun 	七牛雲	c=8 d=1.66574e-69 t=50750
qi quan 	齊全	c=1 d=0.104874 t=50750
qi shi 	其實	c=16 d=3.62718e-08 t=50750
qi shi 	奇事	c=1 d=2.51664e-05 t=50750
qi ta 	其他	c=58 d=0.144954 t=50750
qi ta ren 	其他人	c=2 d=3.40365e-60 t=50750
qi te 	奇特	c=3 d=2.95556 t=50727
qi wang 	期望	c=7 d=2.05901e-44 t=50750
qi xia 	奇俠	c=2 d=1.08777e-40 t=50750
qi ye 	企業	c=4 d=0.774916 t=50750
qi yong 	啓用	c=13 d=4.88345e-10 t=50750
qi zhuan 	砌磚	c=2 d=5.07118e-42 t=50750
qian 	前	c=19 d=0.00277838 t=50750
qian 	千	c=2 d=4.0015e-49 t=50750
qian 	錢	c=9 d=0.0131675 t=50750
qian bao 	錢包	c=4 d=5.33136e-13 t=50750
qian cheng 	前程	c=1 d=3.9272e-05 t=50750
qian dao 	簽到	c=3 d=0.0884781 t=50750
qian du a 	前都啊	c=1 d=2.09986e-22 t=50750
qian duan 	前端	c=112 d=1.73662 t=50750
qian ji ri 	前幾日	c=2 d=6.45133e-21 t=50750
qian ji tian 	前幾天	c=1 d=2.54523e-79 t=50750
qian mian 	前面	c=6 d=6.34772e-07 t=50750
qian tian 	前天	c=1 d=4.61317e-46 t=50750
qian yi 	遷移	c=4 d=0.000398331 t=50750
qian yi ge 	前一個	c=1 d=0.00166989 t=50750
qian zheng 	簽證	c=1 d=2.95331e-05 t=50750
qian zhui 	前綴	c=9 d=7.81348e-10 t=50750
qiang 	強	c=3 d=6.86098e-10 t=50750
qiang 	牆	c=1 d=1.2791e-43 t=50750
qiang ti 	牆體	c=1 d=2.08968e-53 t=50750
qiang zhi 	強制	c=2 d=2.24401e-09 t=50750
qiao 	橋	c=1 d=6.69002e-66 t=50750
qie 	切	c=4 d=0.0735345 t=50750
qie cheng 	切成	c=1 d=0.00204983 t=50750
qie chu 	切出	c=1 d=1.37779e-35 t=50750
qie chu lai 	切出來	c=2 d=1.4924e-35 t=50750
qie ge 	切割	c=1 d=0.000796726 t=50750
qie hao 	切好	c=2 d=1.4321e-36 t=50750
qie huan 	切換	c=46 d=0.00495789 t=50750
qie qu 	切去	c=1 d=0.0742736 t=50750
qie tu 	切圖	c=5 d=7.49117e-29 t=50750
qie xia 	切下	c=1 d=2.32387e-38 t=50750
qin qi 	親戚	c=1 d=2.58871e-43 t=50750
qing 	情	c=1 d=0.172045 t=50750
qing 	清	c=5 d=3.09345e-21 t=50750
qing 	請	c=24 d=0.0482362 t=50750
qing 	輕	c=1 d=0.00124328 t=50750
qing ai 	情愛	c=1 d=1.88305e-34 t=50750
qing chu 	清楚	c=13 d=0.615664 t=50750
